,Names,Date and Time
489,CIPD North Senior People Professionals: Environmental Sustainability,"Wed, Feb 8, 2023 6:30 PM CET (+01:00)"
490,Saxbys Spring Semester 2023 Executive Panel,"Wed, Feb 8, 2023 6:30 PM CET (+01:00)"
491,"Get a job with the UN, NGOs and International Organizations","Thu, Jan 26, 2023 9:30 AM EST (-05:00)"
492,The importance of standardized data in Battery R&D Projects,"Thu, Jan 26, 2023 9:30 AM EST (-05:00)"
493,Moneris Student & New Grad Hiring Info Session,"Thu, Jan 26, 2023 9:30 AM EST (-05:00)"
494,Safer Internet Day: ‘Tech for Cyber Security’ KS2 Assembly,"Mon, Jan 23, 2023 10:00 AM CST (-06:00)"
495,Networking & Branding Strategies for Professionals,"Mon, Jan 23, 2023 10:00 AM CST (-06:00)"
496,Carbon13 in Europe: An Introduction for Founders,"Mon, Jan 23, 2023 10:00 AM CST (-06:00)"
497,Linkedin Optimization with Terry Rice,"Wed, Jan 25, 2023 10:30 AM PST (-08:00) + 27 more events"
498,Let's Talk Science Challenge 2023,"Wed, Jan 25, 2023 10:30 AM PST (-08:00) + 27 more events"
499,Berkeley SkyDeck Global  Acceleration Program Info Session - Batch 16 (#1),"Wed, Jan 25, 2023 10:30 AM PST (-08:00) + 27 more events"
500,Omek Talent Lab x Nike,"Tue, Jan 31, 2023 1:00 PM GMT (+00:00)"
501,Ukie Hub Crawl:  Developers Unite - Remote Working in UK Games Industry,"Tue, Jan 31, 2023 1:00 PM GMT (+00:00)"
502,Nice work featuring Dawn Creative,"Tue, Jan 31, 2023 1:00 PM GMT (+00:00)"
503,Fintech Opportunity Showcase,"Mon, Jan 30, 2023 5:30 PM EST (-05:00)"
504,ONLINE - Lancashire Skills Bootcamps - Wave 4 Procurement Market Engagement,"Mon, Jan 30, 2023 5:30 PM EST (-05:00)"
505,Finance and Funding For Startups,"Mon, Jan 30, 2023 5:30 PM EST (-05:00)"
506,Bionabu's MedTech B2B Showcase,"Thu, Feb 9, 2023 6:45 PM GMT (+00:00)"
507,TAKE YOUR LEADERSHIP TO A HIGHER LEVEL IN 2023,"Thu, Feb 9, 2023 6:45 PM GMT (+00:00)"
508,Learning Engineering Community | Monthly Virtual Networking,"Thu, Feb 9, 2023 6:45 PM GMT (+00:00)"
509,HackerX - Romania (Large Scale) 01/26 (Virtual),"Thu, Jan 26, 2023 11:00 AM EST (-05:00)"
510,Connections that Inspire,"Thu, Jan 26, 2023 11:00 AM EST (-05:00)"
511,Digital Pioneers Lunch and Learn - AHSN NENC Innovation Process,"Thu, Jan 26, 2023 11:00 AM EST (-05:00)"
512,Google Apprenticeships Insight Webinar,"Thu, Jan 26, 2023 6:00 PM EST (-05:00)"
513,INGENIOUS Final Event,"Thu, Jan 26, 2023 6:00 PM EST (-05:00)"
514,Webinar: Scaling and Managing Multichannel Transactional Alerts by MoEngage,"Thu, Jan 26, 2023 6:00 PM EST (-05:00)"
515,FD & CFO Network Virtual Boardroom Event,"Sat, Jan 28, 2023 12:00 PM CST (-06:00)"
516,CIOB ACADEMIC SUMMIT: Creating an inclusive global community,"Sat, Jan 28, 2023 12:00 PM CST (-06:00)"
517,How to bring Lean In Circles to your Company,"Sat, Jan 28, 2023 12:00 PM CST (-06:00)"
518,Ukie Hub Crawl:  Developers Unite - Developing Mobile Games in 2023,"Thu, Feb 16, 2023 5:00 PM EST (-05:00) + 9 more events"
519,The One Thing!​,"Thu, Feb 16, 2023 5:00 PM EST (-05:00) + 9 more events"
520,"SkyDeck Europe, Milano  Acceleration Program Info Session (Batch 16)","Thu, Feb 16, 2023 5:00 PM EST (-05:00) + 9 more events"
521,IoT Security Foundation January 2023 Webinar,"Thu, Jan 26, 2023 1:30 PM AWST (+08:00)"
522,Code for Israel Health - Webinar,"Thu, Jan 26, 2023 1:30 PM AWST (+08:00)"
523,AgriTech: Occasional Webinar Series – Technology Specials,"Thu, Jan 26, 2023 1:30 PM AWST (+08:00)"
524,2022-23 IMI BIGDataAIHUB  Seminar Series: What’s All the Hybrid Cloud Hype?,"Wed, Feb 15, 2023 3:00 PM EST (-05:00)"
525,HACT and NHC Social value conference 2023,"Wed, Feb 15, 2023 3:00 PM EST (-05:00)"
526,Web3 Startup Pitch (Feb),"Wed, Feb 15, 2023 3:00 PM EST (-05:00)"
527,Power of a Great Financial Model - Forecastr Series,"Tue, Jan 24, 2023 12:30 PM GMT (+00:00)"
528,Building Diversity in Tech: Closing the Gap,"Tue, Jan 24, 2023 12:30 PM GMT (+00:00)"
529,Impactful OD,"Tue, Jan 24, 2023 12:30 PM GMT (+00:00)"
530,"ENGINEERING & TECHNOLOGY VIRTUAL CAREER FAIR - FEBRUARY 23, 2023","Thu, Jan 26, 2023 1:00 PM GMT (+00:00)"
531,Connecting the Dots,"Thu, Jan 26, 2023 1:00 PM GMT (+00:00)"
532,Women in Male-Dominated Industries Café Lunch - Virtual Edition!,"Thu, Jan 26, 2023 1:00 PM GMT (+00:00)"
533,6eDTEW 6th Annual Environmental  DNA Technical Exchange Workshop,"Tue, Jan 31, 2023 10:00 AM AEDT (+11:00)"
534,Data Careers Summit: Finding Your Fit,"Tue, Jan 31, 2023 10:00 AM AEDT (+11:00)"
535,BECOMING INFLUENTIAL – The chat show for modern marketers,"Tue, Jan 31, 2023 10:00 AM AEDT (+11:00)"
536,Leavers Link Virtual Networking for Service Leavers and Veterans 2023,"Fri, Jan 27, 2023 10:30 AM EST (-05:00)"
537,Weights & Biases Webinar & Competition,"Fri, Jan 27, 2023 10:30 AM EST (-05:00)"
538,"Cyber Security GRC  - Anything on Governance, Risk and Compliance","Fri, Jan 27, 2023 10:30 AM EST (-05:00)"
539,"Together Digital | Goal Getters Cohort, 2023","Sat, Mar 11, 2023 8:00 AM PST (-08:00)"
540,SME Spotlight Series: Funding and Investors,"Sat, Mar 11, 2023 8:00 AM PST (-08:00)"
541,How to transition or reenter into the tech workforce,"Sat, Mar 11, 2023 8:00 AM PST (-08:00)"
542,Rise Presents: The next wave in AI - ChatGPT,"Sun, Mar 19, 2023 9:00 AM GMT (+00:00)"
543,[Online] The Hackshow - Tech bootcamp final projects contest,"Sun, Mar 19, 2023 9:00 AM GMT (+00:00)"
544,11 Trends in Philanthropy for 2023,"Sun, Mar 19, 2023 9:00 AM GMT (+00:00)"
545,The shifting landscape of work and place – moving from what to why.,"Wed, Jan 25, 2023 4:00 PM GMT (+00:00)"
546,THE JELLY SOCIAL -> Networking for BIPOC Entrepreneurs: January 2023,"Wed, Jan 25, 2023 4:00 PM GMT (+00:00)"
547,Lunch and Learn: The entrepreneur’s growth club,"Wed, Jan 25, 2023 4:00 PM GMT (+00:00)"
548,Volta Virtual Pitch Competition,"Thu, Jan 26, 2023 1:00 PM EST (-05:00)"
549,Level Up Your Canva Game with Lea Goldman,"Thu, Jan 26, 2023 1:00 PM EST (-05:00)"
550,The Zumo Podcast - #CryptoConfidence Live  - Erica Stanford,"Thu, Jan 26, 2023 1:00 PM EST (-05:00)"
551,RSA South West Coffeehouse,"Fri, Jan 27, 2023 12:00 PM EST (-05:00)"
552,"CASA Seminar Series: Jyldyz Djumalieva, ONS Data Science Campus","Fri, Jan 27, 2023 12:00 PM EST (-05:00)"
553,2022-23 IMI BIGDataAIHUB  Seminar Series: Data Value Chains,"Fri, Jan 27, 2023 12:00 PM EST (-05:00)"
554,Board Development Program - Building Strong Teams & Effective Relationships,"Thu, Jan 26, 2023 10:00 AM GMT (+00:00)"
555,Career Club Virtual Career / Professional Networking - Online,"Thu, Jan 26, 2023 10:00 AM GMT (+00:00)"
556,Nouriel Roubini on Surviving the Trends that Will Shape Our Future,"Thu, Jan 26, 2023 10:00 AM GMT (+00:00)"
557,UoN Food Systems Institute engagement roadshow,"Wed, Feb 1, 2023 8:00 AM PST (-08:00)"
558,Introduction to Web Development  by Teach The Nation to Code,"Wed, Feb 1, 2023 8:00 AM PST (-08:00)"
559,Inclusive Design for a Digital World,"Wed, Feb 1, 2023 8:00 AM PST (-08:00)"
560,Research and Develop Your Small Business Opportunities at NASA,"Fri, Jan 27, 2023 9:00 AM GMT (+00:00)"
561,How to Pay in the Machine Economy of the Future?,"Fri, Jan 27, 2023 9:00 AM GMT (+00:00)"
562,"Diversity, Equity & Inclusion in 2023","Fri, Jan 27, 2023 9:00 AM GMT (+00:00)"
563,Intro & Overview to Venture For ClimateTech,"Wed, Jan 25, 2023 1:00 PM GMT (+00:00)"
564,Webinar: Applying PM Craft in Marketing by Booking.com Sr PM,"Wed, Jan 25, 2023 1:00 PM GMT (+00:00)"
565,Creative Speed Dating: Designer & Director,"Wed, Jan 25, 2023 1:00 PM GMT (+00:00)"
566,9th Annual Stockton Health Empowerment Conference 2023,"Tue, Jan 31, 2023 4:00 PM PST (-08:00)"
567,Inclusive Spaces: Housing Inequality and Heritage,"Tue, Jan 31, 2023 4:00 PM PST (-08:00)"
568,Championing Women in Tech,"Tue, Jan 31, 2023 4:00 PM PST (-08:00)"
569,OCP Webinar: Delivering Fiber Connectivity for CPO,"Mon, Jan 23, 2023 12:00 PM GMT (+00:00)"
570,LCF Graduate Futures:  Diversity of Careers in Fashion & Luxury with DWEET,"Mon, Jan 23, 2023 12:00 PM GMT (+00:00)"
571,"Virtual Alumni Panel ""Then and Now"" How an MBA Accelerated my Career","Mon, Jan 23, 2023 12:00 PM GMT (+00:00)"
572,Sales Skills to Power up Your Start-up!,"Tue, Jan 31, 2023 9:30 AM PST (-08:00)"
573,TikTok update: How to use the platform as an arts organisation,"Tue, Jan 31, 2023 9:30 AM PST (-08:00)"
574,NFTs 101 for Brands: Embracing Web3,"Tue, Jan 31, 2023 9:30 AM PST (-08:00)"
575,How to speak up and get noticed: A masterclass for introverts,"Wed, Jan 25, 2023 10:00 AM PST (-08:00)"
576,*Webinar* Career Q&A with Tech Ladies Coaches,"Wed, Jan 25, 2023 10:00 AM PST (-08:00)"
577,Centring Community Care as LGBT+ Disabled People of Colour,"Wed, Jan 25, 2023 10:00 AM PST (-08:00)"
578,The 8 Foundations of Successful Teams,"Tue, Jan 24, 2023 11:00 AM EST (-05:00)"
579,Accountancy apprenticeships webinar with the National Audit Office,"Tue, Jan 24, 2023 11:00 AM EST (-05:00)"
580,Economic and Stock Market Update: 2022 Review and 2023 Outlook,"Tue, Jan 24, 2023 11:00 AM EST (-05:00)"
581,Girls in STEAM Night,"Sat, Mar 11, 2023 9:00 AM CET (+01:00)"
582,FREE Virtual Fundraisers Networking,"Sat, Mar 11, 2023 9:00 AM CET (+01:00)"
583,Virtual Girls Into Coding #35! Join us & Get involved!,"Sat, Mar 11, 2023 9:00 AM CET (+01:00)"
584,Turning Setbacks to Advantages - C1000,"Sat, Jan 28, 2023 4:00 PM GMT (+00:00) + 5 more events"
585,Library of Things Presentation,"Sat, Jan 28, 2023 4:00 PM GMT (+00:00) + 5 more events"
586,"Coding Bootcamp Info Session (Free, Virtual)","Sat, Jan 28, 2023 4:00 PM GMT (+00:00) + 5 more events"
587,Why Northcoders?,"Wed, Jan 25, 2023 6:00 PM GMT (+00:00)"
588,"Weekly Pitch Event - Venture Capital, Angel Investors and Startups","Wed, Jan 25, 2023 6:00 PM GMT (+00:00)"
589,Introduction to digital marketing,"Wed, Jan 25, 2023 6:00 PM GMT (+00:00)"
590,Secrets of World Class Developer Teams - for Decision Makers (webinar),"Tue, Jan 24, 2023 4:30 PM EET (+02:00)"
591,Refresh! Reset! Relaunch!,"Tue, Jan 24, 2023 4:30 PM EET (+02:00)"
592,Presentation is Everything: Making Pitch Decks That Hook,"Tue, Jan 24, 2023 4:30 PM EET (+02:00)"
593,How to  Turn your Facebook Group into an Automated Online Funnel Machine,"Wed, Feb 8, 2023 12:00 PM EST (-05:00)"
594,The Digital State We're In,"Wed, Feb 8, 2023 12:00 PM EST (-05:00)"
595,Getting Started With Svelte (Stop Using React!),"Wed, Feb 8, 2023 12:00 PM EST (-05:00)"
596,Level Up Your Resilience Series,"Thu, Jan 26, 2023 11:00 AM EST (-05:00)"
597,[Online Workshop] Product Design Sprint,"Thu, Jan 26, 2023 11:00 AM EST (-05:00)"
598,Leeds: Cradle of Innovation,"Thu, Jan 26, 2023 11:00 AM EST (-05:00)"
599,Starting a Career in Cybersecurity,"Thu, Jan 26, 2023 11:00 AM EST (-05:00)"
600,EquIP HQ: A new and exciting resource for learners and educators,"Wed, Jan 25, 2023 5:00 PM PST (-08:00) + 202 more events"
601,Study in the USA Webinar for Gulf & Turkey,"Wed, Jan 25, 2023 5:00 PM PST (-08:00) + 202 more events"
602,Creating Engaging Social Media Content,"Wed, Jan 25, 2023 5:00 PM PST (-08:00) + 202 more events"
603,Moving Beyond D&I Metrics: Capturing and Communicating Data,"Fri, Jan 27, 2023 7:00 PM GMT (+00:00)"
604,Content design: the highs and the lows,"Fri, Jan 27, 2023 7:00 PM GMT (+00:00)"
605,Building  Your Brand And Value,"Fri, Jan 27, 2023 7:00 PM GMT (+00:00)"
606,NY StartUP! 2023 Workshop 1: Business Planning Research and Resources,"Thu, Jan 26, 2023 11:00 AM GMT (+00:00)"
607,Product Strategy Workshop with Gibson Biddle,"Thu, Jan 26, 2023 11:00 AM GMT (+00:00)"
608,"Fireside Chat with GitHub VP of Product, Ryan J. Salva","Thu, Jan 26, 2023 11:00 AM GMT (+00:00)"
609,Tech & Digital Jobs Explainer,"Wed, Feb 8, 2023 8:30 AM GMT (+00:00)"
610,GatherVerse Summit 2023,"Wed, Feb 8, 2023 8:30 AM GMT (+00:00)"
611,The Colorectal Cancer Early Detection Challenge: Info Webinars (English),"Wed, Feb 8, 2023 8:30 AM GMT (+00:00)"
612,"Online Event, Live Stream or Recording Tickets","Tue, Mar 28, 2023 9:00 AM PDT (-07:00)"
613,Cybersecurity from scratch | The LLiBrary Lunchtime Talk,"Tue, Mar 28, 2023 9:00 AM PDT (-07:00)"
614,HackerX - Melbourne (Full-Stack) 02/23 (Virtual),"Tue, Mar 28, 2023 9:00 AM PDT (-07:00)"
615,Transitioning to Product Leadership + Executive Careers,"Wed, Feb 15, 2023 3:30 PM EST (-05:00)"
616,2022-23 IMI BIGDataAIHUB  Seminar Series: Data Privacy and Cybersecurity,"Wed, Feb 15, 2023 3:30 PM EST (-05:00)"
617,Digital Creative After School,"Wed, Feb 15, 2023 3:30 PM EST (-05:00)"
618,Business Plan Boot Camp - Session 2 Analyzing Your Industry,"Tue, Jan 31, 2023 5:45 PM CET (+01:00)"
619,Meet Top 100 Tech Companies to Watch for in 2023,"Tue, Jan 31, 2023 5:45 PM CET (+01:00)"
620,"WOMEN'S WORK: INDUSTRY, TECHNOLOGY AND PATRIARCHY","Tue, Jan 31, 2023 5:45 PM CET (+01:00)"
621,R.E.A.L Entrepreneurs Fireside Chat,"Wed, Feb 22, 2023 6:30 PM CET (+01:00)"
622,Digital solutions for rural areas – addressing challenges,"Wed, Feb 22, 2023 6:30 PM CET (+01:00)"
623,Verizon Innovative Learning Schools Spring Virtual Conference,"Wed, Feb 22, 2023 6:30 PM CET (+01:00)"
624,Stand Out: Use LinkedIn to Get Noticed and Land Your Dream Job,"Mon, Jan 30, 2023 6:30 PM GMT (+00:00)"
625,ChatGPT for blogging & social media by Dante [WEB],"Mon, Jan 30, 2023 6:30 PM GMT (+00:00)"
626,Monthly Virtual JobExpo / Career Fair #Online #AnalyticsClub,"Mon, Jan 30, 2023 6:30 PM GMT (+00:00)"
627,"February 7th-BNC Venture Forum-Land Exchange, ettitude and Cenports Present","Thu, Jan 26, 2023 1:00 PM PST (-08:00)"
628,Webinar: The Foundation of Success: PEOPLE by Nike Product Leader,"Thu, Jan 26, 2023 1:00 PM PST (-08:00)"
629,How to Start Your Career in Organisation Development and Design,"Thu, Jan 26, 2023 1:00 PM PST (-08:00)"
630,Startup TNT Life Sciences Summit Powered By API - Top 20 Pitch Night,"Tue, Jan 31, 2023 6:00 PM EST (-05:00)"
631,AMA – BFG Superstars S3,"Tue, Jan 31, 2023 6:00 PM EST (-05:00)"
632,Convergence ML Conference 2023,"Tue, Jan 31, 2023 6:00 PM EST (-05:00)"
633,Kickstart your career in Data and AI with Petronas,"Tue, Jan 31, 2023 6:00 PM EST (-05:00)"
634,Create engaging content for your business,"Wed, Feb 1, 2023 7:00 PM EST (-05:00) + 10 more events"
635,Peer Power: Co-Creation Peer Support and Sharing Circle,"Wed, Feb 1, 2023 7:00 PM EST (-05:00) + 10 more events"
636,Grow with Grants: Navigating the World of Public Funding,"Wed, Feb 1, 2023 7:00 PM EST (-05:00) + 10 more events"
637,CDT workshop 1/3 - training & cohort building,"Thu, Jan 26, 2023 6:30 PM CST (-06:00)"
638,"A Founder's Story: Edvald Edvaldsson, Youwind Renewables","Thu, Jan 26, 2023 6:30 PM CST (-06:00)"
639,SecurIT Second Open Call Second Webinar,"Thu, Jan 26, 2023 6:30 PM CST (-06:00)"
640,Project Management: Borderless Work Nature,"Sun, Feb 5, 2023 3:00 PM EST (-05:00)"
641,Mind the gap (MAPPCP alumni seminar series),"Sun, Feb 5, 2023 3:00 PM EST (-05:00)"
642,IoT Innovation: Leveraging Partner Alignment for Acceleration,"Sun, Feb 5, 2023 3:00 PM EST (-05:00)"
643,Creativity and innovation (3 March 2023),"Thu, Feb 2, 2023 1:00 PM +08 (+08:00)"
644,Sponsorship Coffee Chat - Branding & Sponsorship in the Metaverse,"Thu, Feb 2, 2023 1:00 PM +08 (+08:00)"
645,MaRDA Virtual Annual Meeting 2023,"Thu, Feb 2, 2023 1:00 PM +08 (+08:00)"
646,AGSM Accelerated MBA Webinar,"Mon, Jan 30, 2023 10:00 AM GMT (+00:00)"
647,International Gorilla Workshop 2023,"Mon, Jan 30, 2023 10:00 AM GMT (+00:00)"
648,IIBA® Melbourne - Hyperautomation: A Necessity for Modern Organisations,"Mon, Jan 30, 2023 10:00 AM GMT (+00:00)"
649,How to Launch a Startup in Turbulent Times with Shaun Gold,"Tue, Feb 7, 2023 10:00 AM AEDT (+11:00)"
650,Travel Indoors! (Black Travel Summit Digital Sessions),"Tue, Feb 7, 2023 10:00 AM AEDT (+11:00)"
651,Ukie Hub Crawl:  Developers Unite - Making Games Sustainably,"Tue, Feb 7, 2023 10:00 AM AEDT (+11:00)"
652,Research into future Electromagnetic Activities (EMA) capabilities,"Thu, Jan 26, 2023 12:00 PM PST (-08:00)"
653,Seed Round PitchForce SELECT,"Thu, Jan 26, 2023 12:00 PM PST (-08:00)"
654,Free Startup Seed Fundraising AMA Office Hours w/Angel Investor Scott Fox,"Thu, Jan 26, 2023 12:00 PM PST (-08:00)"
655,Levelling up housing design quality:,"Fri, Feb 3, 2023 11:00 AM EST (-05:00) + 23 more events"
656,2023 EDGE in Tech Symposium: Smarter Tech for a Resilient Future,"Fri, Feb 3, 2023 11:00 AM EST (-05:00) + 23 more events"
657,Denver Business Networking Event for January 2023,"Fri, Feb 3, 2023 11:00 AM EST (-05:00) + 23 more events"
658,"GPT and ELT: Productive, Disruptive, or Destructive?","Fri, Mar 3, 2023 10:00 AM EST (-05:00)"
659,Data and Fundraising Intelligence: Fuel Your Entire Fundraising Strategy,"Fri, Mar 3, 2023 10:00 AM EST (-05:00)"
660,Build Influence with the Conversational Hourglass,"Fri, Mar 3, 2023 10:00 AM EST (-05:00)"
661,Skills for Tackling Built Environment Challenges,"Thu, Feb 9, 2023 8:00 AM EST (-05:00)"
662,Web Development Bootcamp Info Session,"Thu, Feb 9, 2023 8:00 AM EST (-05:00)"
663,Webinar: The Skeptic's Guide to Data by Deliveroo Sr PM,"Thu, Feb 9, 2023 8:00 AM EST (-05:00)"
664,Networking for Female Entrepreneurs,"Tue, Feb 14, 2023 11:30 AM EST (-05:00)"
665,Handmade Arcade Town Hall Virtual Meeting,"Tue, Feb 14, 2023 11:30 AM EST (-05:00)"
666,Manara: How to Land your Dream Job as a Software Engineer,"Tue, Feb 14, 2023 11:30 AM EST (-05:00)"
667,Digital Marketing For Startups,"Wed, Jan 25, 2023 5:00 PM GMT (+00:00) + 3 more events"
668,Clinical and Healthcare Staffing framework webinar for bidders,"Wed, Jan 25, 2023 5:00 PM GMT (+00:00) + 3 more events"
669,Data Management Planning: Session I,"Wed, Jan 25, 2023 5:00 PM GMT (+00:00) + 3 more events"
670,Offer letter writing: dos and don’ts to win more freelance projects,"Mon, Jan 23, 2023 6:00 PM EST (-05:00) + 27 more events"
671,Service robots in hospitality:How to bridge engineering and social sciences,"Mon, Jan 23, 2023 6:00 PM EST (-05:00) + 27 more events"
672,Machine Learning Operations (MLOps) Specialization Course Demo online,"Mon, Jan 23, 2023 6:00 PM EST (-05:00) + 27 more events"
673,Ever Evolving Cyber Threats & Managing Vulnerabilities (Part 1 & 2),"Fri, Jan 27, 2023 10:00 AM GMT (+00:00)"
674,"API The Docs Virtual 2023 - Feedback, Metrics, Analytics","Fri, Jan 27, 2023 10:00 AM GMT (+00:00)"
675,Understanding Business Model & Opportunity Mapping,"Fri, Jan 27, 2023 10:00 AM GMT (+00:00)"
676,"Innovate Business Growth Toolkit: Equity, Diversity & Inclusion (EDI)","Thu, Feb 2, 2023 5:00 PM GMT (+00:00)"
677,Vision 2023,"Thu, Feb 2, 2023 5:00 PM GMT (+00:00)"
678,"Life As a Submariner: The Past, Present and Future","Thu, Feb 2, 2023 5:00 PM GMT (+00:00)"
679,Girls in Tech SF Presents: Catching Unicorns - A Career in VC,"Tue, Feb 7, 2023 5:00 PM EST (-05:00)"
680,Round-table discussion on “The Importance of Self-Development”,"Tue, Feb 7, 2023 5:00 PM EST (-05:00)"
681,The Green Agreement - KS2 Sustainability Webinar,"Tue, Feb 7, 2023 5:00 PM EST (-05:00)"
682,Data strategy and GDPR: Maximising value from your data,"Mon, Jan 23, 2023 10:00 AM IST (+02:00)"
683,Framing and reframing: Specialist (Autism) Mentoring in UK HEIs,"Mon, Jan 23, 2023 10:00 AM IST (+02:00)"
684,[ONLINE]  EE Business Networking @Lunch (free!),"Mon, Jan 23, 2023 10:00 AM IST (+02:00)"
685,Venture Capital Panel: Investment and  Latest Innovations in  Health Tech,"Fri, Feb 3, 2023 12:00 PM CET (+01:00)"
686,"Networking Over Coffee - January 24, 2023","Fri, Feb 3, 2023 12:00 PM CET (+01:00)"
687,"How To Raise Grant Funding In 2023 - Get Your 1st  £10,000 - £100,000","Fri, Feb 3, 2023 12:00 PM CET (+01:00)"
688,1 Million Cups Seattle - Virtual Event,"Wed, Jan 25, 2023 2:00 PM GMT (+00:00)"
689,Email Marketing Automation: Four Ways  by Dante [WEB],"Wed, Jan 25, 2023 2:00 PM GMT (+00:00)"
690,IndieBio Class Five Online Demo Day,"Wed, Jan 25, 2023 2:00 PM GMT (+00:00)"
691,The Job Forum - Weekly Wednesday Meeting: Free Job Search & Career Advice,"Wed, Feb 1, 2023 9:00 AM EST (-05:00)"
692,VetsinTech Invasion National Conference 2023,"Wed, Feb 1, 2023 9:00 AM EST (-05:00)"
693,Mock Interview & Feedback #59: Financial Planning & Analysis (FP&A),"Wed, Feb 1, 2023 9:00 AM EST (-05:00)"
694,Block-Chain | Future of Work,"Thu, Jan 26, 2023 10:00 AM GMT (+00:00)"
695,Code Canteen 2022,"Thu, Jan 26, 2023 10:00 AM GMT (+00:00)"
696,January Employer Support Group,"Thu, Jan 26, 2023 10:00 AM GMT (+00:00)"
697,"New Year, New Job Search; Insider tips from Microsoft and Meta Recruiters","Thu, Jan 26, 2023 10:00 AM GMT (+00:00)"
698,21iQInnovation Info Session: Entrepreneurship Training Program for Teens,"Tue, Jan 24, 2023 11:00 AM CET (+01:00) + 4 more events"
699,February WomenRISE In Person & Virtual,"Tue, Jan 24, 2023 11:00 AM CET (+01:00) + 4 more events"
700,ECR French Nineteenth-Century Art Network: Publishing for ECR's,"Tue, Jan 24, 2023 11:00 AM CET (+01:00) + 4 more events"
701,Tech For Good Talks: How to start an app development project,"Tue, Jan 24, 2023 11:30 AM GMT (+00:00)"
702,2.2.23  Networking & Training Meeting,"Tue, Jan 24, 2023 11:30 AM GMT (+00:00)"
703,How to Prepare Your Startup for Venture Capital Funding,"Tue, Jan 24, 2023 11:30 AM GMT (+00:00)"
704,Blue Tech Innovation Ecosystem,"Tue, Jan 24, 2023 9:00 AM PST (-08:00) + 9 more events"
705,Film London Labs: The Games Sessions,"Tue, Jan 24, 2023 9:00 AM PST (-08:00) + 9 more events"
706,Investment Through the Eyes of an Entrepreneur Turned Venture Capitalist,"Tue, Jan 24, 2023 9:00 AM PST (-08:00) + 9 more events"
707,Natural England - Welcome Event (January),
708,Get the audience your content deserves!,
709,Players and Users: Wargaming as a User Experience (UX) Design Problem,
710,Research Partnerships and Impact Evaluation Webinar,
711,Introduction to Parametric Design,"Thu, Jan 26, 2023 6:30 PM EST (-05:00)"
712,Introduction to the Infrastructure Sustainability Council,"Thu, Jan 26, 2023 6:30 PM EST (-05:00)"
713,Infrastructure for Innovation and Business,"Thu, Jan 26, 2023 6:30 PM EST (-05:00)"
714,Invitation to Colouring London’s ‘Planning Visualisation Tool’ Launch Event,"Tue, Jan 31, 2023 6:00 PM CET (+01:00)"
715,"Beginners Guide to Coding - HTML, CSS & Javascript","Tue, Jan 31, 2023 6:00 PM CET (+01:00)"
716,M/WBE Contract Legal Svcs Webinar - Partnering for Projects 1/26/23,"Tue, Jan 31, 2023 6:00 PM CET (+01:00)"
717,Businesses Breaking Barriers,"Thu, Jan 26, 2023 3:00 PM CET (+01:00)"
718,ENTERING BLOCKCHAIN - LIVE - SHOW [MIDDLE EAST],"Thu, Jan 26, 2023 3:00 PM CET (+01:00)"
719,Risk Management in Web3,"Thu, Jan 26, 2023 3:00 PM CET (+01:00)"
720,Greater Boston Business Networking Event for January 2023,"Wed, Feb 15, 2023 6:30 PM CET (+01:00)"
721,Anti-Racist Educators Collaborative Group,"Wed, Feb 15, 2023 6:30 PM CET (+01:00)"
722,Instagram and Social Media Marketing for Business Growth (online course),"Wed, Feb 15, 2023 6:30 PM CET (+01:00)"
723,Project Management Skills,"Tue, Jan 24, 2023 10:00 AM EST (-05:00)"
724,Free Intro to User Experience (UX) Workshop,"Tue, Jan 24, 2023 10:00 AM EST (-05:00)"
725,Lifesciences VC's/CVC's/Angels : Investors UCB Students Register for Free,"Tue, Jan 24, 2023 10:00 AM EST (-05:00)"
726,Demonstrating the impact of your digital health innovation,"Tue, Jan 24, 2023 12:00 PM EST (-05:00)"
727,"Cyber Security in Manufacturing: BlackBerry, Make UK, and Tech UK webinar","Tue, Jan 24, 2023 12:00 PM EST (-05:00)"
728,Hiring & Retention Hacks for 2023,"Tue, Jan 24, 2023 12:00 PM EST (-05:00)"
729,Workforce and Talent Development,"Tue, Jan 24, 2023 6:00 PM EST (-05:00)"
730,Women Entrepreneurs Virtual Networking & Strategy Session,"Tue, Jan 24, 2023 6:00 PM EST (-05:00)"
731,Black Restaurant Accelerator Program - S2: Best Practices in Food Costing,"Tue, Jan 24, 2023 6:00 PM EST (-05:00)"
732,Twigeo Talks: Performance Marketing Trends of 2023,"Tue, Jan 31, 2023 3:00 PM GMT (+00:00) + 10 more events"
733,Columbus Business Networking Event for January 2023,"Tue, Jan 31, 2023 3:00 PM GMT (+00:00) + 10 more events"
734,Women in Tech Summit,"Tue, Jan 31, 2023 3:00 PM GMT (+00:00) + 10 more events"
735,"NISO Webinar, Collaborative Collections Lifecycle Project (CCLP)","Wed, Feb 15, 2023 11:00 AM EST (-05:00)"
736,Climate Emergency: What Role Will Your Startup Play?,"Wed, Feb 15, 2023 11:00 AM EST (-05:00)"
737,Digital Learning for All - Digital Transformation in Higher Education,"Wed, Feb 15, 2023 11:00 AM EST (-05:00)"
738,How to win clients as a freelancer on social media,"Thu, Jan 26, 2023 5:30 PM PST (-08:00)"
739,Planning the Post-Pandemic City Online Lecture Series,"Thu, Jan 26, 2023 5:30 PM PST (-08:00)"
